route_id,trip_id,stop_sequence,stop_name,arrival_time,departure_time,time:timestamp
FR-01,176073-0,8,Metro CNC,15:17:45,15:18:05,2024-01-01 15:17:45+05:00
FR-01,176073-0,9,Sabzi Mandi,15:19:25,15:19:45,2024-01-01 15:19:25+05:00
FR-01,176073-0,10,Mandi Morh,15:22:15,15:22:35,2024-01-01 15:22:15+05:00
FR-01,176073-0,11,Kurang Road Stop,15:24:00,15:24:20,2024-01-01 15:24:00+05:00
FR-01,176073-0,12,IESCO,15:26:00,15:26:20,2024-01-01 15:26:00+05:00
FR-01,176073-0,13,PTCL I-10,15:27:50,15:28:10,2024-01-01 15:27:50+05:00
FR-01,176073-0,14,Sui Gas Stop,15:29:35,15:29:55,2024-01-01 15:29:35+05:00
FR-01,176073-0,15,OGTI Stop,15:35:25,15:35:45,2024-01-01 15:35:25+05:00
FR-01,176073-0,16,CDA Complain Center,15:39:35,15:39:55,2024-01-01 15:39:35+05:00
FR-01,176073-0,17,MCI Model School,15:45:00,15:45:00,2024-01-01 15:45:00+05:00
FR-01,176074-0,1,Nust Metro Station,16:00:00,16:00:00,2024-01-01 16:00:00+05:00
FR-01,176074-0,2,Police Foundation Metro,16:01:50,16:02:10,2024-01-01 16:01:50+05:00
FR-01,176074-0,3,NPA Stop,16:04:40,16:05:00,2024-01-01 16:04:40+05:00
FR-01,176074-0,4,Islamic University,16:07:20,16:07:40,2024-01-01 16:07:20+05:00
FR-01,176074-0,5,FAST University,16:10:20,16:10:40,2024-01-01 16:10:20+05:00
FR-01,176074-0,6,PAEC General Hospital,16:13:00,16:13:20,2024-01-01 16:13:00+05:00
FR-01,176074-0,7,IMC Hospital,16:15:05,16:15:25,2024-01-01 16:15:05+05:00
FR-01,176074-0,8,Metro CNC,16:17:45,16:18:05,2024-01-01 16:17:45+05:00
FR-01,176074-0,9,Sabzi Mandi,16:19:25,16:19:45,2024-01-01 16:19:25+05:00
FR-01,176074-0,10,Mandi Morh,16:22:15,16:22:35,2024-01-01 16:22:15+05:00
FR-01,176074-0,11,Kurang Road Stop,16:24:00,16:24:20,2024-01-01 16:24:00+05:00
FR-01,176074-0,12,IESCO,16:26:00,16:26:20,2024-01-01 16:26:00+05:00
FR-01,176074-0,13,PTCL I-10,16:27:50,16:28:10,2024-01-01 16:27:50+05:00
FR-01,176074-0,14,Sui Gas Stop,16:29:35,16:29:55,2024-01-01 16:29:35+05:00
FR-01,176074-0,15,OGTI Stop,16:35:25,16:35:45,2024-01-01 16:35:25+05:00
FR-01,176074-0,16,CDA Complain Center,16:39:35,16:39:55,2024-01-01 16:39:35+05:00
FR-01,176074-0,17,MCI Model School,16:45:00,16:45:00,2024-01-01 16:45:00+05:00
FR-01,176075-0,1,Nust Metro Station,17:00:00,17:00:00,2024-01-01 17:00:00+05:00
FR-01,176075-0,2,Police Foundation Metro,17:01:50,17:02:10,2024-01-01 17:01:50+05:00
FR-01,176075-0,3,NPA Stop,17:04:40,17:05:00,2024-01-01 17:04:40+05:00
FR-01,176075-0,4,Islamic University,17:07:20,17:07:40,2024-01-01 17:07:20+05:00
FR-01,176075-0,5,FAST University,17:10:20,17:10:40,2024-01-01 17:10:20+05:00
FR-01,176075-0,6,PAEC General Hospital,17:13:00,17:13:20,2024-01-01 17:13:00+05:00
FR-01,176075-0,7,IMC Hospital,17:15:05,17:15:25,2024-01-01 17:15:05+05:00
FR-01,176075-0,8,Metro CNC,17:17:45,17:18:05,2024-01-01 17:17:45+05:00
FR-01,176075-0,9,Sabzi Mandi,17:19:25,17:19:45,2024-01-01 17:19:25+05:00
FR-01,176075-0,10,Mandi Morh,17:22:15,17:22:35,2024-01-01 17:22:15+05:00
FR-01,176075-0,11,Kurang Road Stop,17:24:00,17:24:20,2024-01-01 17:24:00+05:00
FR-01,176075-0,12,IESCO,17:26:00,17:26:20,2024-01-01 17:26:00+05:00
FR-01,176075-0,13,PTCL I-10,17:27:50,17:28:10,2024-01-01 17:27:50+05:00
FR-01,176075-0,14,Sui Gas Stop,17:29:35,17:29:55,2024-01-01 17:29:35+05:00
FR-01,176075-0,15,OGTI Stop,17:35:25,17:35:45,2024-01-01 17:35:25+05:00
FR-01,176075-0,16,CDA Complain Center,17:39:35,17:39:55,2024-01-01 17:39:35+05:00
FR-01,176075-0,17,MCI Model School,17:45:00,17:45:00,2024-01-01 17:45:00+05:00
FR-01,176076-0,1,Nust Metro Station,18:00:00,18:00:00,2024-01-01 18:00:00+05:00
FR-01,176076-0,2,Police Foundation Metro,18:01:50,18:02:10,2024-01-01 18:01:50+05:00
FR-01,176076-0,3,NPA Stop,18:04:40,18:05:00,2024-01-01 18:04:40+05:00
FR-01,176076-0,4,Islamic University,18:07:20,18:07:40,2024-01-01 18:07:20+05:00
FR-01,176076-0,5,FAST University,18:10:20,18:10:40,2024-01-01 18:10:20+05:00
FR-01,176076-0,6,PAEC General Hospital,18:13:00,18:13:20,2024-01-01 18:13:00+05:00
FR-01,176076-0,7,IMC Hospital,18:15:05,18:15:25,2024-01-01 18:15:05+05:00
FR-01,176076-0,8,Metro CNC,18:17:45,18:18:05,2024-01-01 18:17:45+05:00
FR-01,176076-0,9,Sabzi Mandi,18:19:25,18:19:45,2024-01-01 18:19:25+05:00
FR-01,176076-0,10,Mandi Morh,18:22:15,18:22:35,2024-01-01 18:22:15+05:00
FR-01,176076-0,11,Kurang Road Stop,18:24:00,18:24:20,2024-01-01 18:24:00+05:00
FR-01,176076-0,12,IESCO,18:26:00,18:26:20,2024-01-01 18:26:00+05:00
FR-01,176076-0,13,PTCL I-10,18:27:50,18:28:10,2024-01-01 18:27:50+05:00
FR-01,176076-0,14,Sui Gas Stop,18:29:35,18:29:55,2024-01-01 18:29:35+05:00
FR-01,176076-0,15,OGTI Stop,18:35:25,18:35:45,2024-01-01 18:35:25+05:00
FR-01,176076-0,16,CDA Complain Center,18:39:35,18:39:55,2024-01-01 18:39:35+05:00
FR-01,176076-0,17,MCI Model School,18:45:00,18:45:00,2024-01-01 18:45:00+05:00
FR-01,176077-0,1,Nust Metro Station,19:00:00,19:00:00,2024-01-01 19:00:00+05:00
FR-01,176077-0,2,Police Foundation Metro,19:01:50,19:02:10,2024-01-01 19:01:50+05:00
FR-01,176077-0,3,NPA Stop,19:04:40,19:05:00,2024-01-01 19:04:40+05:00
FR-01,176077-0,4,Islamic University,19:07:20,19:07:40,2024-01-01 19:07:20+05:00
FR-01,176077-0,5,FAST University,19:10:20,19:10:40,2024-01-01 19:10:20+05:00
FR-01,176077-0,6,PAEC General Hospital,19:13:00,19:13:20,2024-01-01 19:13:00+05:00
FR-01,176077-0,7,IMC Hospital,19:15:05,19:15:25,2024-01-01 19:15:05+05:00
FR-01,176077-0,8,Metro CNC,19:17:45,19:18:05,2024-01-01 19:17:45+05:00
FR-01,176077-0,9,Sabzi Mandi,19:19:25,19:19:45,2024-01-01 19:19:25+05:00
FR-01,176077-0,10,Mandi Morh,19:22:15,19:22:35,2024-01-01 19:22:15+05:00
FR-01,176077-0,11,Kurang Road Stop,19:24:00,19:24:20,2024-01-01 19:24:00+05:00
FR-01,176077-0,12,IESCO,19:26:00,19:26:20,2024-01-01 19:26:00+05:00
FR-01,176077-0,13,PTCL I-10,19:27:50,19:28:10,2024-01-01 19:27:50+05:00
FR-01,176077-0,14,Sui Gas Stop,19:29:35,19:29:55,2024-01-01 19:29:35+05:00
FR-01,176077-0,15,OGTI Stop,19:35:25,19:35:45,2024-01-01 19:35:25+05:00
FR-01,176077-0,16,CDA Complain Center,19:39:35,19:39:55,2024-01-01 19:39:35+05:00
FR-01,176077-0,17,MCI Model School,19:45:00,19:45:00,2024-01-01 19:45:00+05:00
FR-01,176078-0,1,Nust Metro Station,20:00:00,20:00:00,2024-01-01 20:00:00+05:00
FR-01,176078-0,2,Police Foundation Metro,20:01:50,20:02:10,2024-01-01 20:01:50+05:00
FR-01,176078-0,3,NPA Stop,20:04:40,20:05:00,2024-01-01 20:04:40+05:00
FR-01,176078-0,4,Islamic University,20:07:20,20:07:40,2024-01-01 20:07:20+05:00
FR-01,176078-0,5,FAST University,20:10:20,20:10:40,2024-01-01 20:10:20+05:00
FR-01,176078-0,6,PAEC General Hospital,20:13:00,20:13:20,2024-01-01 20:13:00+05:00
FR-01,176078-0,7,IMC Hospital,20:15:05,20:15:25,2024-01-01 20:15:05+05:00
FR-01,176078-0,8,Metro CNC,20:17:45,20:18:05,2024-01-01 20:17:45+05:00
FR-01,176078-0,9,Sabzi Mandi,20:19:25,20:19:45,2024-01-01 20:19:25+05:00
FR-01,176078-0,10,Mandi Morh,20:22:15,20:22:35,2024-01-01 20:22:15+05:00
FR-01,176078-0,11,Kurang Road Stop,20:24:00,20:24:20,2024-01-01 20:24:00+05:00
FR-01,176078-0,12,IESCO,20:26:00,20:26:20,2024-01-01 20:26:00+05:00
FR-01,176078-0,13,PTCL I-10,20:27:50,20:28:10,2024-01-01 20:27:50+05:00
FR-01,176078-0,14,Sui Gas Stop,20:29:35,20:29:55,2024-01-01 20:29:35+05:00
FR-01,176078-0,15,OGTI Stop,20:35:25,20:35:45,2024-01-01 20:35:25+05:00
FR-01,176078-0,16,CDA Complain Center,20:39:35,20:39:55,2024-01-01 20:39:35+05:00
FR-01,176078-0,17,MCI Model School,20:45:00,20:45:00,2024-01-01 20:45:00+05:00
FR-01,176079-0,1,Nust Metro Station,21:00:00,21:00:00,2024-01-01 21:00:00+05:00
FR-01,176079-0,2,Police Foundation Metro,21:01:50,21:02:10,2024-01-01 21:01:50+05:00
FR-01,176079-0,3,NPA Stop,21:04:40,21:05:00,2024-01-01 21:04:40+05:00
FR-01,176079-0,4,Islamic University,21:07:20,21:07:40,2024-01-01 21:07:20+05:00
FR-01,176079-0,5,FAST University,21:10:20,21:10:40,2024-01-01 21:10:20+05:00
FR-01,176079-0,6,PAEC General Hospital,21:13:00,21:13:20,2024-01-01 21:13:00+05:00
FR-01,176079-0,7,IMC Hospital,21:15:05,21:15:25,2024-01-01 21:15:05+05:00
FR-01,176079-0,8,Metro CNC,21:17:45,21:18:05,2024-01-01 21:17:45+05:00
FR-01,176079-0,9,Sabzi Mandi,21:19:25,21:19:45,2024-01-01 21:19:25+05:00
FR-01,176079-0,10,Mandi Morh,21:22:15,21:22:35,2024-01-01 21:22:15+05:00
FR-01,176079-0,11,Kurang Road Stop,21:24:00,21:24:20,2024-01-01 21:24:00+05:00
FR-01,176079-0,12,IESCO,21:26:00,21:26:20,2024-01-01 21:26:00+05:00
FR-01,176079-0,13,PTCL I-10,21:27:50,21:28:10,2024-01-01 21:27:50+05:00
FR-01,176079-0,14,Sui Gas Stop,21:29:35,21:29:55,2024-01-01 21:29:35+05:00
FR-01,176079-0,15,OGTI Stop,21:35:25,21:35:45,2024-01-01 21:35:25+05:00
FR-01,176079-0,16,CDA Complain Center,21:39:35,21:39:55,2024-01-01 21:39:35+05:00
FR-01,176079-0,17,MCI Model School,21:45:00,21:45:00,2024-01-01 21:45:00+05:00
FR-01,176080-0,1,Nust Metro Station,22:00:00,22:00:00,2024-01-01 22:00:00+05:00
FR-01,176080-0,2,Police Foundation Metro,22:01:50,22:02:10,2024-01-01 22:01:50+05:00
FR-01,176080-0,3,NPA Stop,22:04:40,22:05:00,2024-01-01 22:04:40+05:00
FR-01,176080-0,4,Islamic University,22:07:20,22:07:40,2024-01-01 22:07:20+05:00
FR-01,176080-0,5,FAST University,22:10:20,22:10:40,2024-01-01 22:10:20+05:00
FR-01,176080-0,6,PAEC General Hospital,22:13:00,22:13:20,2024-01-01 22:13:00+05:00
FR-01,176080-0,7,IMC Hospital,22:15:05,22:15:25,2024-01-01 22:15:05+05:00
FR-01,176080-0,8,Metro CNC,22:17:45,22:18:05,2024-01-01 22:17:45+05:00
FR-01,176080-0,9,Sabzi Mandi,22:19:25,22:19:45,2024-01-01 22:19:25+05:00
FR-01,176080-0,10,Mandi Morh,22:22:15,22:22:35,2024-01-01 22:22:15+05:00
FR-01,176080-0,11,Kurang Road Stop,22:24:00,22:24:20,2024-01-01 22:24:00+05:00
FR-01,176080-0,12,IESCO,22:26:00,22:26:20,2024-01-01 22:26:00+05:00
FR-01,176080-0,13,PTCL I-10,22:27:50,22:28:10,2024-01-01 22:27:50+05:00
FR-01,176080-0,14,Sui Gas Stop,22:29:35,22:29:55,2024-01-01 22:29:35+05:00
FR-01,176080-0,15,OGTI Stop,22:35:25,22:35:45,2024-01-01 22:35:25+05:00
FR-01,176080-0,16,CDA Complain Center,22:39:35,22:39:55,2024-01-01 22:39:35+05:00
FR-01,176080-0,17,MCI Model School,22:45:00,22:45:00,2024-01-01 22:45:00+05:00
FR-11,176113-0,1,Golra Morh Metro Station,06:00:00,06:00:00,2024-01-01 06:00:00+05:00
FR-11,176113-0,2,N5 Metro Station,06:04:50,06:05:10,2024-01-01 06:04:50+05:00
FR-11,176113-0,3,Motorway Chowk,06:06:00,06:06:20,2024-01-01 06:06:00+05:00
FR-11,176113-0,4,NUST EME College,06:08:25,06:08:45,2024-01-01 06:08:25+05:00
FR-11,176113-0,5,Golra Morh,06:10:55,06:11:15,2024-01-01 06:10:55+05:00
FR-11,176113-0,6,IMCG I-14/3,06:13:15,06:13:35,2024-01-01 06:13:15+05:00
FR-11,176113-0,7,RIPHAH International,06:15:15,06:15:35,2024-01-01 06:15:15+05:00
FR-11,176113-0,8,I-14 Markaz,06:16:50,06:17:10,2024-01-01 06:16:50+05:00
FR-11,176113-0,9,I-14/1 Park,06:18:30,06:18:50,2024-01-01 06:18:30+05:00
FR-11,176113-0,10,Rafiullah Shaheed Chowk,06:20:00,06:20:00,2024-01-01 06:20:00+05:00
FR-11,176114-0,1,Golra Morh Metro Station,07:00:00,07:00:00,2024-01-01 07:00:00+05:00
FR-11,176114-0,2,N5 Metro Station,07:04:50,07:05:10,2024-01-01 07:04:50+05:00
FR-11,176114-0,3,Motorway Chowk,07:06:00,07:06:20,2024-01-01 07:06:00+05:00
FR-11,176114-0,4,NUST EME College,07:08:25,07:08:45,2024-01-01 07:08:25+05:00
FR-11,176114-0,5,Golra Morh,07:10:55,07:11:15,2024-01-01 07:10:55+05:00
FR-11,176114-0,6,IMCG I-14/3,07:13:15,07:13:35,2024-01-01 07:13:15+05:00
FR-11,176114-0,7,RIPHAH International,07:15:15,07:15:35,2024-01-01 07:15:15+05:00
FR-11,176114-0,8,I-14 Markaz,07:16:50,07:17:10,2024-01-01 07:16:50+05:00
FR-11,176114-0,9,I-14/1 Park,07:18:30,07:18:50,2024-01-01 07:18:30+05:00
FR-11,176114-0,10,Rafiullah Shaheed Chowk,07:20:00,07:20:00,2024-01-01 07:20:00+05:00
FR-11,176115-0,1,Golra Morh Metro Station,08:00:00,08:00:00,2024-01-01 08:00:00+05:00
FR-11,176115-0,2,N5 Metro Station,08:04:50,08:05:10,2024-01-01 08:04:50+05:00
FR-11,176115-0,3,Motorway Chowk,08:06:00,08:06:20,2024-01-01 08:06:00+05:00
FR-11,176115-0,4,NUST EME College,08:08:25,08:08:45,2024-01-01 08:08:25+05:00
FR-11,176115-0,5,Golra Morh,08:10:55,08:11:15,2024-01-01 08:10:55+05:00
FR-11,176115-0,6,IMCG I-14/3,08:13:15,08:13:35,2024-01-01 08:13:15+05:00
FR-11,176115-0,7,RIPHAH International,08:15:15,08:15:35,2024-01-01 08:15:15+05:00
FR-11,176115-0,8,I-14 Markaz,08:16:50,08:17:10,2024-01-01 08:16:50+05:00
FR-11,176115-0,9,I-14/1 Park,08:18:30,08:18:50,2024-01-01 08:18:30+05:00
FR-11,176115-0,10,Rafiullah Shaheed Chowk,08:20:00,08:20:00,2024-01-01 08:20:00+05:00
FR-11,176116-0,1,Golra Morh Metro Station,09:00:00,09:00:00,2024-01-01 09:00:00+05:00
FR-11,176116-0,2,N5 Metro Station,09:04:50,09:05:10,2024-01-01 09:04:50+05:00
FR-11,176116-0,3,Motorway Chowk,09:06:00,09:06:20,2024-01-01 09:06:00+05:00
FR-11,176116-0,4,NUST EME College,09:08:25,09:08:45,2024-01-01 09:08:25+05:00
FR-11,176116-0,5,Golra Morh,09:10:55,09:11:15,2024-01-01 09:10:55+05:00
FR-11,176116-0,6,IMCG I-14/3,09:13:15,09:13:35,2024-01-01 09:13:15+05:00
FR-11,176116-0,7,RIPHAH International,09:15:15,09:15:35,2024-01-01 09:15:15+05:00
FR-11,176116-0,8,I-14 Markaz,09:16:50,09:17:10,2024-01-01 09:16:50+05:00
FR-11,176116-0,9,I-14/1 Park,09:18:30,09:18:50,2024-01-01 09:18:30+05:00
FR-11,176116-0,10,Rafiullah Shaheed Chowk,09:20:00,09:20:00,2024-01-01 09:20:00+05:00
FR-11,176117-0,1,Golra Morh Metro Station,10:00:00,10:00:00,2024-01-01 10:00:00+05:00
FR-11,176117-0,2,N5 Metro Station,10:04:50,10:05:10,2024-01-01 10:04:50+05:00
FR-11,176117-0,3,Motorway Chowk,10:06:00,10:06:20,2024-01-01 10:06:00+05:00
FR-11,176117-0,4,NUST EME College,10:08:25,10:08:45,2024-01-01 10:08:25+05:00
FR-11,176117-0,5,Golra Morh,10:10:55,10:11:15,2024-01-01 10:10:55+05:00
FR-11,176117-0,6,IMCG I-14/3,10:13:15,10:13:35,2024-01-01 10:13:15+05:00
FR-11,176117-0,7,RIPHAH International,10:15:15,10:15:35,2024-01-01 10:15:15+05:00
FR-11,176117-0,8,I-14 Markaz,10:16:50,10:17:10,2024-01-01 10:16:50+05:00
FR-11,176117-0,9,I-14/1 Park,10:18:30,10:18:50,2024-01-01 10:18:30+05:00
FR-11,176117-0,10,Rafiullah Shaheed Chowk,10:20:00,10:20:00,2024-01-01 10:20:00+05:00
FR-11,176118-0,1,Golra Morh Metro Station,11:00:00,11:00:00,2024-01-01 11:00:00+05:00
FR-11,176118-0,2,N5 Metro Station,11:04:50,11:05:10,2024-01-01 11:04:50+05:00
FR-11,176118-0,3,Motorway Chowk,11:06:00,11:06:20,2024-01-01 11:06:00+05:00
FR-11,176118-0,4,NUST EME College,11:08:25,11:08:45,2024-01-01 11:08:25+05:00
FR-11,176118-0,5,Golra Morh,11:10:55,11:11:15,2024-01-01 11:10:55+05:00
FR-11,176118-0,6,IMCG I-14/3,11:13:15,11:13:35,2024-01-01 11:13:15+05:00
FR-11,176118-0,7,RIPHAH International,11:15:15,11:15:35,2024-01-01 11:15:15+05:00
FR-11,176118-0,8,I-14 Markaz,11:16:50,11:17:10,2024-01-01 11:16:50+05:00
FR-11,176118-0,9,I-14/1 Park,11:18:30,11:18:50,2024-01-01 11:18:30+05:00
FR-11,176118-0,10,Rafiullah Shaheed Chowk,11:20:00,11:20:00,2024-01-01 11:20:00+05:00
FR-11,176119-0,1,Golra Morh Metro Station,12:00:00,12:00:00,2024-01-01 12:00:00+05:00
FR-11,176119-0,2,N5 Metro Station,12:04:50,12:05:10,2024-01-01 12:04:50+05:00
FR-11,176119-0,3,Motorway Chowk,12:06:00,12:06:20,2024-01-01 12:06:00+05:00
FR-11,176119-0,4,NUST EME College,12:08:25,12:08:45,2024-01-01 12:08:25+05:00
FR-11,176119-0,5,Golra Morh,12:10:55,12:11:15,2024-01-01 12:10:55+05:00
FR-11,176119-0,6,IMCG I-14/3,12:13:15,12:13:35,2024-01-01 12:13:15+05:00
FR-11,176119-0,7,RIPHAH International,12:15:15,12:15:35,2024-01-01 12:15:15+05:00
FR-11,176119-0,8,I-14 Markaz,12:16:50,12:17:10,2024-01-01 12:16:50+05:00
FR-11,176119-0,9,I-14/1 Park,12:18:30,12:18:50,2024-01-01 12:18:30+05:00
FR-11,176119-0,10,Rafiullah Shaheed Chowk,12:20:00,12:20:00,2024-01-01 12:20:00+05:00
FR-11,176120-0,1,Golra Morh Metro Station,13:00:00,13:00:00,2024-01-01 13:00:00+05:00
FR-11,176120-0,2,N5 Metro Station,13:04:50,13:05:10,2024-01-01 13:04:50+05:00
FR-11,176120-0,3,Motorway Chowk,13:06:00,13:06:20,2024-01-01 13:06:00+05:00
FR-11,176120-0,4,NUST EME College,13:08:25,13:08:45,2024-01-01 13:08:25+05:00
FR-11,176120-0,5,Golra Morh,13:10:55,13:11:15,2024-01-01 13:10:55+05:00
FR-11,176120-0,6,IMCG I-14/3,13:13:15,13:13:35,2024-01-01 13:13:15+05:00
FR-11,176120-0,7,RIPHAH International,13:15:15,13:15:35,2024-01-01 13:15:15+05:00
FR-11,176120-0,8,I-14 Markaz,13:16:50,13:17:10,2024-01-01 13:16:50+05:00
FR-11,176120-0,9,I-14/1 Park,13:18:30,13:18:50,2024-01-01 13:18:30+05:00
FR-11,176120-0,10,Rafiullah Shaheed Chowk,13:20:00,13:20:00,2024-01-01 13:20:00+05:00
FR-11,176121-0,1,Golra Morh Metro Station,14:00:00,14:00:00,2024-01-01 14:00:00+05:00
FR-11,176121-0,2,N5 Metro Station,14:04:50,14:05:10,2024-01-01 14:04:50+05:00
FR-11,176121-0,3,Motorway Chowk,14:06:00,14:06:20,2024-01-01 14:06:00+05:00
FR-11,176121-0,4,NUST EME College,14:08:25,14:08:45,2024-01-01 14:08:25+05:00
FR-11,176121-0,5,Golra Morh,14:10:55,14:11:15,2024-01-01 14:10:55+05:00
FR-11,176121-0,6,IMCG I-14/3,14:13:15,14:13:35,2024-01-01 14:13:15+05:00
FR-11,176121-0,7,RIPHAH International,14:15:15,14:15:35,2024-01-01 14:15:15+05:00
FR-11,176121-0,8,I-14 Markaz,14:16:50,14:17:10,2024-01-01 14:16:50+05:00
FR-11,176121-0,9,I-14/1 Park,14:18:30,14:18:50,2024-01-01 14:18:30+05:00
FR-11,176121-0,10,Rafiullah Shaheed Chowk,14:20:00,14:20:00,2024-01-01 14:20:00+05:00
FR-11,176122-0,1,Golra Morh Metro Station,15:00:00,15:00:00,2024-01-01 15:00:00+05:00
FR-11,176122-0,2,N5 Metro Station,15:04:50,15:05:10,2024-01-01 15:04:50+05:00
FR-11,176122-0,3,Motorway Chowk,15:06:00,15:06:20,2024-01-01 15:06:00+05:00
FR-11,176122-0,4,NUST EME College,15:08:25,15:08:45,2024-01-01 15:08:25+05:00
FR-11,176122-0,5,Golra Morh,15:10:55,15:11:15,2024-01-01 15:10:55+05:00
FR-11,176122-0,6,IMCG I-14/3,15:13:15,15:13:35,2024-01-01 15:13:15+05:00
FR-11,176122-0,7,RIPHAH International,15:15:15,15:15:35,2024-01-01 15:15:15+05:00
FR-11,176122-0,8,I-14 Markaz,15:16:50,15:17:10,2024-01-01 15:16:50+05:00
FR-11,176122-0,9,I-14/1 Park,15:18:30,15:18:50,2024-01-01 15:18:30+05:00
FR-11,176122-0,10,Rafiullah Shaheed Chowk,15:20:00,15:20:00,2024-01-01 15:20:00+05:00
FR-11,176123-0,1,Golra Morh Metro Station,16:00:00,16:00:00,2024-01-01 16:00:00+05:00
FR-11,176123-0,2,N5 Metro Station,16:04:50,16:05:10,2024-01-01 16:04:50+05:00
FR-11,176123-0,3,Motorway Chowk,16:06:00,16:06:20,2024-01-01 16:06:00+05:00
FR-11,176123-0,4,NUST EME College,16:08:25,16:08:45,2024-01-01 16:08:25+05:00
FR-11,176123-0,5,Golra Morh,16:10:55,16:11:15,2024-01-01 16:10:55+05:00
FR-11,176123-0,6,IMCG I-14/3,16:13:15,16:13:35,2024-01-01 16:13:15+05:00
FR-11,176123-0,7,RIPHAH International,16:15:15,16:15:35,2024-01-01 16:15:15+05:00
FR-11,176123-0,8,I-14 Markaz,16:16:50,16:17:10,2024-01-01 16:16:50+05:00
FR-11,176123-0,9,I-14/1 Park,16:18:30,16:18:50,2024-01-01 16:18:30+05:00
FR-11,176123-0,10,Rafiullah Shaheed Chowk,16:20:00,16:20:00,2024-01-01 16:20:00+05:00
FR-11,176124-0,1,Golra Morh Metro Station,17:00:00,17:00:00,2024-01-01 17:00:00+05:00
FR-11,176124-0,2,N5 Metro Station,17:04:50,17:05:10,2024-01-01 17:04:50+05:00
FR-11,176124-0,3,Motorway Chowk,17:06:00,17:06:20,2024-01-01 17:06:00+05:00
FR-11,176124-0,4,NUST EME College,17:08:25,17:08:45,2024-01-01 17:08:25+05:00
FR-11,176124-0,5,Golra Morh,17:10:55,17:11:15,2024-01-01 17:10:55+05:00
FR-11,176124-0,6,IMCG I-14/3,17:13:15,17:13:35,2024-01-01 17:13:15+05:00
FR-11,176124-0,7,RIPHAH International,17:15:15,17:15:35,2024-01-01 17:15:15+05:00
FR-11,176124-0,8,I-14 Markaz,17:16:50,17:17:10,2024-01-01 17:16:50+05:00
FR-11,176124-0,9,I-14/1 Park,17:18:30,17:18:50,2024-01-01 17:18:30+05:00
FR-11,176124-0,10,Rafiullah Shaheed Chowk,17:20:00,17:20:00,2024-01-01 17:20:00+05:00
FR-11,176125-0,1,Golra Morh Metro Station,18:00:00,18:00:00,2024-01-01 18:00:00+05:00
FR-11,176125-0,2,N5 Metro Station,18:04:50,18:05:10,2024-01-01 18:04:50+05:00
FR-11,176125-0,3,Motorway Chowk,18:06:00,18:06:20,2024-01-01 18:06:00+05:00
FR-11,176125-0,4,NUST EME College,18:08:25,18:08:45,2024-01-01 18:08:25+05:00
FR-11,176125-0,5,Golra Morh,18:10:55,18:11:15,2024-01-01 18:10:55+05:00
FR-11,176125-0,6,IMCG I-14/3,18:13:15,18:13:35,2024-01-01 18:13:15+05:00
FR-11,176125-0,7,RIPHAH International,18:15:15,18:15:35,2024-01-01 18:15:15+05:00
FR-11,176125-0,8,I-14 Markaz,18:16:50,18:17:10,2024-01-01 18:16:50+05:00
FR-11,176125-0,9,I-14/1 Park,18:18:30,18:18:50,2024-01-01 18:18:30+05:00
FR-11,176125-0,10,Rafiullah Shaheed Chowk,18:20:00,18:20:00,2024-01-01 18:20:00+05:00
FR-11,176126-0,1,Golra Morh Metro Station,19:00:00,19:00:00,2024-01-01 19:00:00+05:00
FR-11,176126-0,2,N5 Metro Station,19:04:50,19:05:10,2024-01-01 19:04:50+05:00
FR-11,176126-0,3,Motorway Chowk,19:06:00,19:06:20,2024-01-01 19:06:00+05:00
FR-11,176126-0,4,NUST EME College,19:08:25,19:08:45,2024-01-01 19:08:25+05:00
FR-11,176126-0,5,Golra Morh,19:10:55,19:11:15,2024-01-01 19:10:55+05:00
FR-11,176126-0,6,IMCG I-14/3,19:13:15,19:13:35,2024-01-01 19:13:15+05:00
FR-11,176126-0,7,RIPHAH International,19:15:15,19:15:35,2024-01-01 19:15:15+05:00
FR-11,176126-0,8,I-14 Markaz,19:16:50,19:17:10,2024-01-01 19:16:50+05:00
FR-11,176126-0,9,I-14/1 Park,19:18:30,19:18:50,2024-01-01 19:18:30+05:00
FR-11,176126-0,10,Rafiullah Shaheed Chowk,19:20:00,19:20:00,2024-01-01 19:20:00+05:00
FR-11,176127-0,1,Golra Morh Metro Station,20:00:00,20:00:00,2024-01-01 20:00:00+05:00
FR-11,176127-0,2,N5 Metro Station,20:04:50,20:05:10,2024-01-01 20:04:50+05:00
FR-11,176127-0,3,Motorway Chowk,20:06:00,20:06:20,2024-01-01 20:06:00+05:00
FR-11,176127-0,4,NUST EME College,20:08:25,20:08:45,2024-01-01 20:08:25+05:00
FR-11,176127-0,5,Golra Morh,20:10:55,20:11:15,2024-01-01 20:10:55+05:00
FR-11,176127-0,6,IMCG I-14/3,20:13:15,20:13:35,2024-01-01 20:13:15+05:00
FR-11,176127-0,7,RIPHAH International,20:15:15,20:15:35,2024-01-01 20:15:15+05:00
FR-11,176127-0,8,I-14 Markaz,20:16:50,20:17:10,2024-01-01 20:16:50+05:00
FR-11,176127-0,9,I-14/1 Park,20:18:30,20:18:50,2024-01-01 20:18:30+05:00
FR-11,176127-0,10,Rafiullah Shaheed Chowk,20:20:00,20:20:00,2024-01-01 20:20:00+05:00
